delta,theta,alpha,beta,rms,label
2.3064869464032874e-10,2.6989079472503354e-11,5.216727710793768e-12,1.1461149239118768e-11,2.3497146466573728e-05,5
2.758915159167738e-10,3.1643403970040876e-11,6.574076670923507e-12,1.6622448885063718e-11,2.671639111213622e-05,5
3.077176606899696e-10,2.7966538367087682e-11,5.664116259106403e-12,1.4686019806129482e-11,2.480609348153273e-05,5
2.091285610161769e-10,2.6728163544161005e-11,6.8025022191041016e-12,1.7827686960430175e-11,2.091374348586677e-05,5
2.790103083578491e-10,3.146955206137659e-11,4.988038198217881e-12,1.1778224756665693e-11,2.628507565072651e-05,5
5.334090799421199e-10,4.1744222317575075e-11,1.0451344299117103e-11,2.8605734608356733e-11,3.420592936207589e-05,5
3.667051819629311e-10,3.60203562235584e-11,7.604563385795597e-12,1.934412253557774e-11,2.9843115300172352e-05,5
4.5096717110789263e-10,3.594919482000351e-11,9.830849950750503e-12,3.2677778862631765e-11,3.6464255612031204e-05,5
5.682902622021496e-10,3.077446211575362e-11,6.326974532667746e-12,1.3456408977388727e-11,3.806885782915329e-05,5
3.80426172441101e-10,2.7454081218675615e-11,5.190133654539589e-12,1.1960860124970564e-11,3.229995473609388e-05,5
4.958682057184336e-10,4.08059010220747e-11,1.311961923508808e-11,4.0960583858519145e-11,3.8354307765253684e-05,5
5.927408166781481e-10,4.852584526901742e-11,9.99743718257732e-12,2.6403599774845603e-11,3.792487140758843e-05,5
5.523859717276284e-10,4.2948951796443266e-11,8.348937095270946e-12,2.1724698005165237e-11,3.793395992222251e-05,5
6.262448888717115e-10,4.72345368641482e-11,8.424397810040991e-12,1.6386323950888625e-11,3.474229912763391e-05,5
4.3375532630683113e-10,3.0362550787125934e-11,1.0697843104180774e-11,3.7720547434804793e-11,3.2362424562413485e-05,5
3.997940291864893e-10,2.322176636026994e-11,5.943560369579842e-12,1.813116327859709e-11,3.355177996221659e-05,5
4.3004639424852787e-10,2.9000400564269315e-11,6.790105931385305e-12,1.4766876612593952e-11,3.3484811355163305e-05,5
5.998618610257765e-10,3.218396912393213e-11,8.849802265101115e-12,2.5704862363413412e-11,4.366379720225636e-05,5
3.924077930895084e-10,4.260802647978129e-11,6.846239092413612e-12,1.100327012675633e-11,2.9538496592957745e-05,5
4.159283909427692e-10,4.3046050504690005e-11,8.09031711103435e-12,3.4774727835290306e-11,3.144193886865756e-05,5
2.838712368947957e-10,2.8323327445886607e-11,5.5928516536558266e-12,1.267766068561651e-11,2.244291625839316e-05,5
4.334269885716019e-10,3.5957362817098315e-11,7.550369642790023e-12,2.0609255624210692e-11,3.4827921781285725e-05,5
4.2556766441198015e-10,4.472172910565597e-11,1.2310219775906482e-11,2.973504094247616e-11,2.852361309095657e-05,5
5.352329362051226e-10,5.667471210068066e-11,1.063400245874771e-11,2.6240464228595767e-11,3.574134597824762e-05,5
4.607184700865889e-10,7.384985876463682e-11,1.4448710748756534e-11,3.157886952617227e-11,2.9224128114853257e-05,5
3.5951185317936025e-10,4.84867186562635e-11,8.309898802526563e-12,2.9392915474455966e-11,2.8613051003380737e-05,5
3.3146062801099404e-10,3.612133819630392e-11,1.1042004635087541e-11,3.2185695588853584e-11,2.5540203193349932e-05,5
5.471568055395417e-10,4.550633815722301e-11,8.941772475614518e-12,2.343882048884779e-11,3.044570709773005e-05,5
4.102999258739675e-10,4.291874760374463e-11,1.1275908481841549e-11,2.8593835664240923e-11,3.075257937755574e-05,5
5.028076334256543e-10,5.557056370730777e-11,1.0822203052762655e-11,2.7224862928981672e-11,3.211131320135175e-05,5
5.323123511814917e-10,4.015047592964686e-11,8.696823579657937e-12,2.380040499064819e-11,3.719735832759768e-05,5
5.359114827954399e-10,4.582067720512055e-11,1.0546134606203042e-11,2.22955792309731e-11,3.430961762160564e-05,5
5.787905032303746e-10,4.91203055224699e-11,1.2139051291109895e-11,1.973087229136913e-11,3.567816586463614e-05,5
4.2516388560422023e-10,4.55986026184237e-11,9.64494529182164e-12,1.6444323306427382e-11,2.8292037780561858e-05,5
3.4088849903926445e-10,2.8121733862691842e-11,7.098884052287709e-12,1.5488048282726227e-11,2.6046605522423965e-05,5
9.248224365544333e-11,1.531870023531164e-11,2.846952487175065e-12,6.6352183042298275e-12,1.4352318820209002e-05,5
3.243185100974892e-10,2.0062113350340087e-11,6.168012105221962e-12,1.524809544097528e-11,2.9921255428402632e-05,5
1.8039300381543604e-10,1.4473212188654362e-11,4.011238550368441e-12,1.0155602691083386e-11,1.9253766735566795e-05,5
2.336534043266705e-10,1.9395214415801928e-11,4.7341392140644625e-12,1.5128446722436106e-11,2.380219329684439e-05,5
1.2516497021966864e-10,1.6902404514186335e-11,3.5173442005709687e-12,8.20803651999686e-12,1.799611207127995e-05,5
2.743140776988793e-10,2.3378301452364125e-11,6.552931997089615e-12,1.505294067668489e-11,2.8195182308794228e-05,5
3.1582044007638516e-10,1.7721235971133772e-11,4.162742294621122e-12,1.301516772024369e-11,2.5337617687033688e-05,5
7.06449830902014e-11,1.3645693809625645e-11,2.3828575903637954e-12,6.562155128770262e-12,1.4849592361584109e-05,5
8.282230959122586e-11,1.4464869376640808e-11,3.967980180877071e-12,7.206889990820803e-12,1.2417987587903524e-05,5
2.7495315648301165e-10,1.7635082244134646e-11,3.868757085374301e-12,8.41661317549628e-12,2.4759058561352424e-05,5
2.9928523242679903e-10,2.46346909095563e-11,5.318923850378758e-12,1.4254316515565812e-11,2.6057404390812155e-05,5
2.229156489505059e-10,1.7519553899554407e-11,4.645624494019896e-12,9.131103695722231e-12,2.6349037316522134e-05,5
3.710376478405211e-10,2.2432286064052613e-11,5.1980821627552075e-12,1.4696849166286905e-11,3.191488991608856e-05,5
3.5030368552550996e-10,2.2629483869982555e-11,5.518885203651301e-12,1.655464242648038e-11,3.097881544711137e-05,5
3.798000086682951e-10,3.2502394045448595e-11,7.100371452754566e-12,1.1665535805452216e-11,3.0345511869405686e-05,5
3.46220286975647e-10,3.0129126807725295e-11,5.348343841867671e-12,1.159306365560806e-11,2.6147006964704674e-05,5
2.7942482538268957e-10,2.1749935027411622e-11,5.1413533738064725e-12,1.4874798065099395e-11,2.7349873230318026e-05,5
2.9548951969862353e-10,2.6731609938914847e-11,5.927383417364785e-12,1.589814110216382e-11,2.347618557823966e-05,5
2.7624257582828724e-10,3.312762823507814e-11,4.950984164397675e-12,9.629972645878447e-12,2.3691830821479628e-05,5
2.8252322935741166e-10,2.230970603858413e-11,3.5304395331227163e-12,1.2637380189790277e-11,2.5007941539281043e-05,5
2.772265815883408e-10,2.5983467699090814e-11,5.566096225961621e-12,1.3379469740441732e-11,2.7891113479558213e-05,5
3.3606506853051924e-10,3.310353666103475e-11,7.220943767291542e-12,2.0837608270934843e-11,2.9105569772673365e-05,5
4.2235652031158377e-10,3.224597351562323e-11,6.057711311491413e-12,1.8065406572372862e-11,3.3707547832181394e-05,5
2.6200126863478436e-10,2.708956699340422e-11,6.154621534951219e-12,1.2803176987070184e-11,2.366851027832468e-05,5
1.5568760947865707e-10,1.6428164011703822e-11,4.068781830363109e-12,9.777226365572227e-12,1.8300279071421582e-05,5
1.0576668850776342e-10,1.489344188016262e-11,3.729154250583009e-12,8.234876089522301e-12,1.6030106976103246e-05,5
4.6088937878798584e-10,3.883164893652561e-11,7.247534084607577e-12,1.4904616382696226e-11,3.4957566037447265e-05,5
3.2563580281571007e-10,2.422420410649092e-11,6.1881376645543e-12,1.4100191044447123e-11,2.7103552397127465e-05,5
2.1040286002598708e-10,2.6288628019914115e-11,5.032590065794578e-12,1.1714234871489632e-11,2.2709041030958584e-05,5
4.415331635713298e-10,4.413914347538141e-11,1.4726645169617646e-11,4.194916150602273e-11,3.275603285459225e-05,5
4.5551417515006514e-10,4.871810119027251e-11,1.51215145465299e-11,5.1085737454765964e-11,2.959112676121762e-05,5
3.290898876599274e-10,3.715081321876271e-11,1.2726008992186883e-11,3.6682999767729755e-11,2.7967407738586674e-05,5
6.350229500011175e-10,4.5673701416962443e-11,1.5742653091463866e-11,4.7615912274589647e-11,3.6668708781006504e-05,5
4.2833809816260387e-10,3.3534948092999276e-11,7.621297996758392e-12,1.2997630509007478e-11,2.9569865420430906e-05,5
5.272631936735624e-10,4.967390169857073e-11,8.955253867170387e-12,1.8737278323218754e-11,3.094413478228843e-05,5
4.506043946572328e-10,3.7235593805500933e-11,7.59431107809309e-12,1.5715401317621202e-11,2.69641573838533e-05,5
2.438277239615864e-10,2.9990935920278215e-11,5.962368982643817e-12,1.3592048704969672e-11,2.4481172835529893e-05,5
3.288620134360295e-10,4.030734766116492e-11,9.25478736288332e-12,2.6175537213089845e-11,2.8479198869715857e-05,5
4.245717319998376e-10,4.035053075142328e-11,8.278944025220674e-12,1.8710725073002913e-11,2.7564116292164462e-05,5
2.6447638514164183e-10,3.0488325279061734e-11,5.997455133336502e-12,1.4409163681430775e-11,2.448075019545606e-05,5
3.0177359879295674e-10,2.6272016232674776e-11,6.476070638163893e-12,1.4806651221003732e-11,2.4032897616668897e-05,5
1.6365389066005726e-10,3.172732783258823e-11,5.187683852645551e-12,1.602390683015578e-11,2.3942234785193835e-05,5
3.229979871630074e-10,2.6824383932049864e-11,5.290897914389956e-12,1.1415442582990346e-11,2.5354180194196907e-05,5
3.5212172358360654e-10,3.973111143168456e-11,8.011582405834905e-12,1.8412031936331034e-11,2.698235706736677e-05,5
2.763464160481766e-10,2.2016083295953988e-11,5.930051182954185e-12,1.3975264578374805e-11,2.5678086370662792e-05,5
2.569903936944923e-10,3.037356388708396e-11,6.312431538734548e-12,1.1870050980538932e-11,2.2036008455375977e-05,5
2.18291221254184e-10,2.4393526157827637e-11,4.444437886637591e-12,1.573407481124995e-11,2.269398007013615e-05,5
2.7764740059212806e-10,2.5493945715038813e-11,3.769513576630874e-12,1.3007022903956785e-11,2.6352090647584915e-05,5
2.7827448205146945e-10,2.150621187930609e-11,5.084522051848443e-12,1.1897484793963746e-11,2.4336612318947572e-05,5
1.398457009750686e-10,2.179880076265082e-11,5.3201065015460054e-12,1.3446118928809054e-11,1.7233140691630552e-05,5
1.7029773354977202e-10,1.842885910804499e-11,3.774921735995864e-12,9.729956336675863e-12,1.9226221839196256e-05,5
8.584509803360711e-11,2.5363744850431968e-11,5.4512068020504466e-12,8.535290985635889e-12,1.358387300934381e-05,5
1.090633720213972e-10,2.1405066344390892e-11,2.195524238082921e-12,8.807084309365376e-12,1.4954615204315384e-05,5
1.497184261023174e-10,2.2275667088930775e-11,4.494311409564299e-12,8.785880466784381e-12,2.1092135028657113e-05,5
2.162778998977825e-10,2.0021637352117782e-11,5.2123969347795525e-12,1.1882260841608731e-11,1.8986171179705008e-05,5
1.1232374520690949e-10,1.7908711710135246e-11,4.083827900816849e-12,1.2357066263114397e-11,1.4891626070663969e-05,5
1.9076470285811837e-10,2.276415843253368e-11,5.558653391968618e-12,1.1019468482933923e-11,2.0428789701112562e-05,5
3.444951144249458e-10,2.1010323177106658e-11,5.6491600587628955e-12,1.372396683396766e-11,2.5527885407277675e-05,5
2.4351601800058695e-10,2.6607032289814006e-11,5.909931234546439e-12,2.529172963751653e-11,2.292155846844391e-05,5
2.9285060817413017e-10,3.499603276809312e-11,6.749256111460325e-12,1.4396198869189152e-11,2.6104314077592336e-05,5
3.3759589919342713e-10,3.059450691540332e-11,6.899820405219071e-12,1.22380487320197e-11,2.851304479737326e-05,5
1.9883973164884392e-10,1.6440941554008494e-11,4.368937888688693e-12,1.013049669413329e-11,1.9325656770363103e-05,5
2.587596736131295e-10,2.501594880037907e-11,7.68135557384855e-12,1.9702324648263945e-11,2.5109293637420365e-05,5
3.7679372725744196e-10,3.951748212931367e-11,8.331248978011845e-12,1.6709516912647623e-11,2.6483456535145988e-05,5
2.4174238246165764e-10,2.770949653029936e-11,7.761917579362074e-12,1.5736210428051202e-11,2.4683651658767062e-05,5
3.542714706060322e-10,3.774555187301853e-11,5.724530380293293e-12,1.2742349306165835e-11,2.6098230478705745e-05,5
3.4977061862042176e-10,3.714331436495457e-11,6.451484422210742e-12,1.2480971750675634e-11,2.78168013794182e-05,5
3.6414685609163437e-10,3.4246085661261184e-11,8.386052323134127e-12,2.7252858172605237e-11,2.8206763097406368e-05,5
4.2459178902762126e-10,4.404164694627982e-11,9.987736941734052e-12,2.549745359202634e-11,3.4141479760539846e-05,5
3.0529659888967533e-10,3.848130438782758e-11,8.035874765621151e-12,2.2744742646614734e-11,2.833042375038268e-05,5
4.3243665010114193e-10,3.9104753290199584e-11,9.588826486129311e-12,2.0732124399596237e-11,2.957914715856541e-05,5
3.4254020736305713e-10,4.8947335291720374e-11,8.47895129069223e-12,1.637496440333472e-11,2.7578441250369982e-05,5
3.6083017637811737e-10,4.8500466052538065e-11,8.092127471090957e-12,1.443635269762929e-11,2.7046913888340222e-05,5
4.66775089763146e-10,4.396052291503934e-11,8.666121201814005e-12,1.7435297392885232e-11,3.115135674489915e-05,5
2.3120243510879785e-10,2.1045896383767764e-11,5.573081203214247e-12,1.334950687986975e-11,2.4204076900476622e-05,5
2.698867830060116e-10,2.407501007836209e-11,6.120291290258862e-12,1.2728130310969548e-11,2.2728396516700757e-05,5
2.376211282344943e-10,1.929899827184694e-11,5.315072601093618e-12,1.4576095191471562e-11,2.4661187209748754e-05,5
3.573122621304828e-10,3.180304402364241e-11,4.991745831995269e-12,1.3222426227628542e-11,2.6294607033241483e-05,5
2.401917250689288e-10,2.2909919565012225e-11,5.7124053132028725e-12,1.2971996075967297e-11,2.3084710984804005e-05,5
1.480622629966098e-10,2.175328593255671e-11,4.429705429066729e-12,9.026946307637116e-12,1.9106987212396272e-05,5
3.0151370293488046e-10,3.33258434150077e-11,6.25168363362441e-12,1.4252510159578671e-11,2.680206155479772e-05,5
1.8369756456655948e-10,2.082899421296964e-11,5.113967769426795e-12,1.2417878978908223e-11,2.2909489138206566e-05,5
2.6846211006574634e-10,3.3499458209967324e-11,7.07499192742481e-12,1.612595324105805e-11,2.48942158230582e-05,5
1.0740285992724929e-10,1.539882455680588e-11,4.448572985084356e-12,1.2677302393832855e-11,1.8163640742174388e-05,5
2.895046623281544e-10,3.5610723747509294e-11,7.659104851564012e-12,1.5619956080098255e-11,2.416620877289979e-05,5
2.618104850721879e-10,2.572130846173326e-11,6.348280874694368e-12,1.4480289950613517e-11,2.6751163284667422e-05,5
3.2848221999262326e-10,3.779374843056548e-11,6.877185921630932e-12,1.299946979200977e-11,2.6456010322556546e-05,5
1.9997149660167284e-10,2.6309285029781677e-11,5.718783318384252e-12,1.3472442209040752e-11,2.1762361730021678e-05,5
2.45201623203487e-10,3.1443795909650665e-11,6.3632341657970895e-12,1.1314353647984282e-11,2.492677549461034e-05,5
3.4635692940939987e-10,3.380738908665731e-11,5.957616074674973e-12,1.4034589639084452e-11,2.685657952025955e-05,5
5.183217064018243e-10,4.965976965411806e-11,8.975691110815374e-12,1.7293354112518648e-11,3.148990355748841e-05,5
2.2668505859151794e-10,2.709543149821901e-11,4.374915297562232e-12,1.1245233372483594e-11,2.0650090096615434e-05,5
3.3334132091340157e-10,3.471754185623777e-11,7.276381491192728e-12,1.592952014187322e-11,2.6016899102898022e-05,5
3.642172316207119e-10,3.108864343653956e-11,5.951846080577922e-12,1.5061391864664434e-11,2.6670086079493682e-05,5
2.800532313952628e-10,2.8698825020909726e-11,6.4229738622085395e-12,1.8661059177619767e-11,2.6500648912258644e-05,5
2.30791864388878e-10,3.001290214916778e-11,6.8729012762174175e-12,1.6130935679668266e-11,2.4859755373945675e-05,5
2.5743491330378533e-10,2.510109158238814e-11,4.780417135019387e-12,1.2360823489592604e-11,2.387608530228106e-05,5
3.283719847392194e-10,2.979320751294366e-11,6.371668288807459e-12,1.4653842618657935e-11,2.451409127141698e-05,5
2.0646389429598556e-10,1.9823775328419096e-11,5.32877938641725e-12,2.3711489563854623e-11,2.1308569544707637e-05,5
1.1834252490170205e-10,1.61577223619792e-11,3.687114442210886e-12,8.576081805059222e-12,1.682600523064308e-05,5
2.1141016531985542e-10,2.3801817455109545e-11,4.5171859917223335e-12,1.1219704105850587e-11,2.4224802564829526e-05,5
2.897036235394642e-10,3.201107579409827e-11,5.916014001561081e-12,1.528436448501219e-11,2.6833459636409685e-05,5
2.1624741088064879e-10,2.4963493182868996e-11,6.462517373467937e-12,1.748867169157952e-11,1.9332562524966048e-05,5
2.0882157269325675e-10,2.4978455720164994e-11,5.163018077937927e-12,1.3493032541186215e-11,2.138731431939869e-05,5
2.3929569892339896e-10,2.336895945617745e-11,4.839382584170429e-12,1.667976004044013e-11,2.508250804510798e-05,5
2.557150704468446e-10,2.356609780216691e-11,6.7197301231006315e-12,2.4917855759365056e-11,2.469606886113756e-05,5
2.8524935748322757e-10,2.5993287008123204e-11,5.726309568712565e-12,1.8183261326871225e-11,2.3908828180612765e-05,5
2.578273283378722e-10,3.975893162956983e-11,7.00216315318554e-12,2.0535253627629365e-11,2.551421231893808e-05,5
2.721724093218561e-10,3.872527509746034e-11,1.0653301360540972e-11,2.9170546699048817e-11,2.5200812158291116e-05,5
2.975017737786012e-10,2.9030886683570752e-11,6.522144221176445e-12,2.3678901656753626e-11,2.8979044999785844e-05,5
3.404954963424535e-10,2.149266159302011e-11,5.699397914489095e-12,2.3362789985055437e-11,2.6082127560612774e-05,5
2.4579295202869136e-10,1.9776236943437617e-11,4.498042773166835e-12,1.3265678453080787e-11,2.329531714855204e-05,5
4.583063513691476e-10,3.518282159643011e-11,6.833324602703405e-12,2.7119926056218224e-11,3.227133931998114e-05,5
4.099379940745346e-10,3.912317364531619e-11,9.323492051636546e-12,2.7148209731427634e-11,3.309549570148631e-05,5
2.9166640567508236e-10,2.3211169255234436e-11,5.298329551078406e-12,1.2444899103665102e-11,2.6328840521660132e-05,5
3.1371359022841353e-10,2.0424026248660153e-11,4.875949674456163e-12,9.612661985275427e-12,2.833827732096972e-05,5
3.4334978340432846e-10,3.85041088383026e-11,6.154565416544563e-12,1.2682530698603766e-11,2.9722593118445635e-05,5
6.137415339710257e-10,4.847599250701001e-11,7.562206868211506e-12,1.5662817381530723e-11,3.733635250846835e-05,5
3.5664216073568154e-10,3.303831402172378e-11,6.775499693543519e-12,1.512085115601014e-11,3.6501821867667416e-05,5
2.1200743587923568e-10,2.1121020011877303e-11,4.5684200756362514e-12,1.1372183040363915e-11,2.2504685461318508e-05,5
2.99382070944077e-10,2.978917993410187e-11,6.4905842168677366e-12,1.3652345713939306e-11,2.388844713395306e-05,5
2.705203416634857e-10,3.105849620949304e-11,5.6874726954389965e-12,1.475114317895431e-11,2.613821093635167e-05,5
4.180621375512536e-10,3.963154929483194e-11,7.2626524267925276e-12,1.8539923048626936e-11,2.9164706965348896e-05,5
2.591369573452988e-10,2.1918365524388264e-11,5.4629574233431695e-12,1.058249741037128e-11,2.350466744892154e-05,5
2.7137004862492124e-10,2.1538657614580866e-11,6.0521807241274155e-12,1.2420055951534649e-11,2.5112316806358456e-05,5
